Finding ID,CBOM Record ID,Mission Thread ID,Discovery Date,Discovery Method,Tool / Capability,Coverage Domain,Asset / Endpoint,Internet or Internal,Observed Crypto Artifact,Algorithm / Protocol,Library / Package,Container Image / Digest,SBOM Reference,Evidence Location,Finding Confidence,Authoritative Record Matched?,Validation Status,Blind Spot / Limitation,False Positive?,Remediation Required?,Assigned Owner,Next Validation Date,Source / Notes
FIND-00199,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:242b69742fcb1e5b2abf98898b94572187544e5b4d9911786573621f6a74b82c,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00200,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:e0d3226aeb1163c2e48ff9be3b50b4c6431be7bb1eacc5c36b5d5ec509039a08,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00201,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:be4b56cb5056c0136a526df444508daa36a0b54f42e4ac38f72af470e479654c,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00202,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:2e44102ab58cb85419451c8e19d9acf3662cafbc614b6a53960a30f7d0e2eb41,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00203,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:30fbba2c32238e2a98547af97931e550428b9b3f1c8eeb6633dcfa86c5b27dd3,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00204,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:8a71de6559336f426c26e53880d00d88a18da4c6a91f0dcb6194e206c5c96387,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00205,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:0552e6f83fdf65e8fa9670e666df28a4e21340b510cbe52566f97c4fb94b2bd1,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00206,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:8e8221b2e7d4007836a1672f0dcc299c33bc07d316f132fa1a206d587150f1ce,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00207,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:eec997c0c30f216f7e3b8b307d2bae42412d753fc8219dafd1520b2572850f49,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00208,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:9ae36232a5189ffddb353dfd26520c015395d22777dac59db57b98c089a651e6,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00209,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:3f034bb5704d44b2d08545a02057de93ebf3905fce721acbc730c06ddaee904e,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00210,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:4b009c1034494f9ab56bba3ba1d62731fc4d20d8955adcec10a925607261e338,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00211,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:e778f0f095fe843729cd1a0082179e5314a9c291442805e1fb1d8fb6b8886c3a,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00212,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:193144f431e0fddb740717d4de926a571133884b4360d30e272913cbe660ce41,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00213,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:3f63bb2814be174ec8b6439cf08d6d56f0b7c405883a5648a334424d6b3ec558,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00214,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:578af4ded0853f4e5998db4aeaf9cbea8d945f60b620a38d1a3c13b2bc7ba8e1,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00215,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:efc65cadbb59adb6efe84da22311b35624b71b3b1ea0da8b6655174ec8978646,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00216,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:c0076b9ef0531fb1a656d67c4ebe97cd5dbaa41ef44598acc2489878c92d8711,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00217,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,RSA,,,,sha256:06c08d7dafd876971eb1124fe67f847ec0c7a158d3ea53cbe940e2ea9791f4c3,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00218,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,PEM certificate in /etc/ssl/certs/ca-certificates.crt,EC (ECDSA/ECDH),,,,sha256:b49141502d00663d740f2e7ec340c52800962666121a36d09cf7dd2b90384fb4,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00219,,,2026-08-12,statically detected,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,"pattern ""RC4"": dXN0IFN5c3RlbXMgQ08uLExURC4xJzAlBgNVBAsTHlNlY3VyaXR5IENvbW11bmlj",RC4,,,,/etc/ssl/certs/ca-certificates.crt:1623,medium,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00220,,,2026-08-12,statically detected,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,"pattern ""RC4"": VBcZEhrxH9cMaVr2cXj0lH2RC47skFSOvG+hTKv8dGT9cZr4QQehzZHkPJrgmzI5",RC4,,,,/etc/ssl/certs/ca-certificates.crt:1831,medium,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00221,,,2026-08-12,statically detected,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ca-certificates.crt,Internal,"pattern ""RC4"": HFNFQ09NIFRydXN0IFN5c3RlbXMgQ08uLExURC4xKzApBgNVBAMTIlNlY3VyaXR5",RC4,,,,/etc/ssl/certs/ca-certificates.crt:2479,medium,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00222,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/NetLock_Arany_=Class_Gold=_Főtanúsítvány.pem,Internal,PEM certificate in /etc/ssl/certs/NetLock_Arany_=Class_Gold=_Főtanúsítvány.pem,RSA,,,,sha256:6c61dac3a2def031506be036d2a6fe401994fbd13df9c8d466599274c446ec98,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00223,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/vTrus_Root_CA.pem,Internal,PEM certificate in /etc/ssl/certs/vTrus_Root_CA.pem,RSA,,,,sha256:8a71de6559336f426c26e53880d00d88a18da4c6a91f0dcb6194e206c5c96387,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00224,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/Microsec_e-Szigno_Root_CA_2009.pem,Internal,PEM certificate in /etc/ssl/certs/Microsec_e-Szigno_Root_CA_2009.pem,RSA,,,,sha256:3c5f81fea5fab82c64bfa2eaecafcde8e077fc8620a7cae537163df36edbf378,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00225,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ISRG_Root_X2.pem,Internal,PEM certificate in /etc/ssl/certs/ISRG_Root_X2.pem,EC (ECDSA/ECDH),,,,sha256:69729b8e15a86efc177a57afb7171dfc64add28c2fca8cf1507e34453ccb1470,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00226,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/Certum_Trusted_Network_CA_2.pem,Internal,PEM certificate in /etc/ssl/certs/Certum_Trusted_Network_CA_2.pem,RSA,,,,sha256:b676f2eddae8775cd36cb0f63cd1d4603961f49e6265ba013a2f0307b6d0b804,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00227,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/cd58d51e.0,Internal,PEM certificate in /etc/ssl/certs/cd58d51e.0,RSA,,,,sha256:513b2cecb810d4cde5dd85391adfc6c2dd60d87bb736d2b521484aa47a0ebef6,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00228,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ssl-cert-snakeoil.pem,Internal,PEM certificate in /etc/ssl/certs/ssl-cert-snakeoil.pem,RSA,,,,sha256:cdd76bbcf2a9d720ad770c62b408c8ec9b6ddb1622d88de7f4e29dbe7c0b34fe,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00229,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/GlobalSign_Root_E46.pem,Internal,PEM certificate in /etc/ssl/certs/GlobalSign_Root_E46.pem,EC (ECDSA/ECDH),,,,sha256:cbb9c44d84b8043e1050ea31a69f514955d7bfd2e2c6b49301019ad61d9f5058,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00230,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/SSL.com_Root_Certification_Authority_RSA.pem,Internal,PEM certificate in /etc/ssl/certs/SSL.com_Root_Certification_Authority_RSA.pem,RSA,,,,sha256:85666a562ee0be5ce925c1d8890a6f76a87ec16d4d7d5f29ea7419cf20123b69,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00231,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/14bc7599.0,Internal,PEM certificate in /etc/ssl/certs/14bc7599.0,EC (ECDSA/ECDH),,,,sha256:86a1ecba089c4a8d3bbe2734c612ba341d813e043cf9e8a862cd5c57a36bbe6b,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00232,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/D-TRUST_Root_Class_3_CA_2_EV_2009.pem,Internal,PEM certificate in /etc/ssl/certs/D-TRUST_Root_Class_3_CA_2_EV_2009.pem,RSA,,,,sha256:eec5496b988ce98625b934092eec2908bed0b0f316c2d4730c84eaf1f3d34881,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00233,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/SZAFIR_ROOT_CA2.pem,Internal,PEM certificate in /etc/ssl/certs/SZAFIR_ROOT_CA2.pem,RSA,,,,sha256:a1339d33281a0b56e557d3d32b1ce7f9367eb094bd5fa72a7e5004c8ded7cafe,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00234,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/TrustAsia_TLS_ECC_Root_CA.pem,Internal,PEM certificate in /etc/ssl/certs/TrustAsia_TLS_ECC_Root_CA.pem,EC (ECDSA/ECDH),,,,sha256:c0076b9ef0531fb1a656d67c4ebe97cd5dbaa41ef44598acc2489878c92d8711,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00235,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/Telia_Root_CA_v2.pem,Internal,PEM certificate in /etc/ssl/certs/Telia_Root_CA_v2.pem,RSA,,,,sha256:242b69742fcb1e5b2abf98898b94572187544e5b4d9911786573621f6a74b82c,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00236,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/Izenpe.com.pem,Internal,PEM certificate in /etc/ssl/certs/Izenpe.com.pem,RSA,,,,sha256:2530cc8e98321502bad96f9b1fba1b099e2d299e0f4548bb914f363bc0d4531f,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00237,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/8f103249.0,Internal,PEM certificate in /etc/ssl/certs/8f103249.0,RSA,,,,sha256:242b69742fcb1e5b2abf98898b94572187544e5b4d9911786573621f6a74b82c,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00238,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/e73d606e.0,Internal,PEM certificate in /etc/ssl/certs/e73d606e.0,RSA,,,,sha256:6b9c08e86eb0f767cfad65cd98b62149e5494a67f5845e7bd1ed019f27b86bd6,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00239,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/HARICA_TLS_RSA_Root_CA_2021.pem,Internal,PEM certificate in /etc/ssl/certs/HARICA_TLS_RSA_Root_CA_2021.pem,RSA,,,,sha256:d95d0e8eda79525bf9beb11b14d2100d3294985f0c62d9fabd9cd999eccb7b1d,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00240,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/6fa5da56.0,Internal,PEM certificate in /etc/ssl/certs/6fa5da56.0,RSA,,,,sha256:85666a562ee0be5ce925c1d8890a6f76a87ec16d4d7d5f29ea7419cf20123b69,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00241,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/064e0aa9.0,Internal,PEM certificate in /etc/ssl/certs/064e0aa9.0,RSA,,,,sha256:8fe4fb0af93a4d0d67db0bebb23e37c71bf325dcbcdd240ea04daf58b47e1840,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00242,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/CFCA_EV_ROOT.pem,Internal,PEM certificate in /etc/ssl/certs/CFCA_EV_ROOT.pem,RSA,,,,sha256:5cc3d78e4e1d5e45547a04e6873e64f90cf9536d1ccc2ef800f355c4c5fd70fd,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00243,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/9482e63a.0,Internal,PEM certificate in /etc/ssl/certs/9482e63a.0,EC (ECDSA/ECDH),,,,sha256:6b328085625318aa50d173c98d8bda09d57e27413d114cf787a0f5d06c030cf6,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00244,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/32888f65.0,Internal,PEM certificate in /etc/ssl/certs/32888f65.0,RSA,,,,sha256:a040929a02ce53b4acf4f2ffc6981ce4496f755e6d45fe0b2a692bcd52523f36,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00245,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/ecccd8db.0,Internal,PEM certificate in /etc/ssl/certs/ecccd8db.0,EC (ECDSA/ECDH),,,,sha256:3f99cc474acfce4dfed58794665e478d1547739f2e780f1bb4ca9b133097d401,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00246,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/certSIGN_Root_CA_G2.pem,Internal,PEM certificate in /etc/ssl/certs/certSIGN_Root_CA_G2.pem,RSA,,,,sha256:657cfe2fa73faa38462571f332a2363a46fce7020951710702cdfbb6eeda3305,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00247,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/SSL.com_Root_Certification_Authority_ECC.pem,Internal,PEM certificate in /etc/ssl/certs/SSL.com_Root_Certification_Authority_ECC.pem,EC (ECDSA/ECDH),,,,sha256:3417bb06cc6007da1b961c920b8ab4ce3fad820e4aa30b9acbc4a74ebdcebc65,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00248,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/4042bcee.0,Internal,PEM certificate in /etc/ssl/certs/4042bcee.0,RSA,,,,sha256:96bcec06264976f37460779acf28c5a7cfe8a3c0aae11a8ffcee05c0bddf08c6,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00249,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/Amazon_Root_CA_3.pem,Internal,PEM certificate in /etc/ssl/certs/Amazon_Root_CA_3.pem,EC (ECDSA/ECDH),,,,sha256:18ce6cfe7bf14e60b2e347b8dfe868cb31d02ebb3ada271569f50343b46db3a4,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00250,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/TrustAsia_TLS_RSA_Root_CA.pem,Internal,PEM certificate in /etc/ssl/certs/TrustAsia_TLS_RSA_Root_CA.pem,RSA,,,,sha256:06c08d7dafd876971eb1124fe67f847ec0c7a158d3ea53cbe940e2ea9791f4c3,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00251,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/749e9e03.0,Internal,PEM certificate in /etc/ssl/certs/749e9e03.0,RSA,,,,sha256:8a866fd1b276b57e578e921c65828a2bed58e9f2f288054134b7f1f4bfc9cc74,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00252,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/1cef98f5.0,Internal,PEM certificate in /etc/ssl/certs/1cef98f5.0,EC (ECDSA/ECDH),,,,sha256:be4b56cb5056c0136a526df444508daa36a0b54f42e4ac38f72af470e479654c,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00253,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/9846683b.0,Internal,PEM certificate in /etc/ssl/certs/9846683b.0,EC (ECDSA/ECDH),,,,sha256:018e13f0772532cf809bd1b17281867283fc48c6e13be9c69812854a490c1b05,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00254,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/30e1580d.0,Internal,PEM certificate in /etc/ssl/certs/30e1580d.0,RSA,,,,sha256:9ae36232a5189ffddb353dfd26520c015395d22777dac59db57b98c089a651e6,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00255,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/GDCA_TrustAUTH_R5_ROOT.pem,Internal,PEM certificate in /etc/ssl/certs/GDCA_TrustAUTH_R5_ROOT.pem,RSA,,,,sha256:bfff8fd04433487d6a8aa60c1a29767a9fc2bbb05e420f713a13b992891d3893,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00256,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/2923b3f9.0,Internal,PEM certificate in /etc/ssl/certs/2923b3f9.0,RSA,,,,sha256:40f6af0346a99aa1cd1d555a4e9cce62c7f9634603ee406615833dc8c8d00367,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00257,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/IdenTrust_Commercial_Root_CA_1.pem,Internal,PEM certificate in /etc/ssl/certs/IdenTrust_Commercial_Root_CA_1.pem,RSA,,,,sha256:5d56499be4d2e08bcfcad08a3e38723d50503bde706948e42f55603019e528ae,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00258,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/7f3d5d1d.0,Internal,PEM certificate in /etc/ssl/certs/7f3d5d1d.0,EC (ECDSA/ECDH),,,,sha256:7e37cb8b4c47090cab36551ba6f45db840680fba166a952db100717f43053fc2,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00259,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/TrustAsia_Global_Root_CA_G4.pem,Internal,PEM certificate in /etc/ssl/certs/TrustAsia_Global_Root_CA_G4.pem,EC (ECDSA/ECDH),,,,sha256:be4b56cb5056c0136a526df444508daa36a0b54f42e4ac38f72af470e479654c,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00260,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/fc5a8f99.0,Internal,PEM certificate in /etc/ssl/certs/fc5a8f99.0,RSA,,,,sha256:e793c9b02fd8aa13e21c31228accb08119643b749c898964b1746d46c3d4cbd2,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00261,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/emSign_Root_CA_-_C1.pem,Internal,PEM certificate in /etc/ssl/certs/emSign_Root_CA_-_C1.pem,RSA,,,,sha256:125609aa301da0a249b97a8239cb6a34216f44dcac9f3954b14292f2e8c8608f,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00262,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/06dc52d5.0,Internal,PEM certificate in /etc/ssl/certs/06dc52d5.0,RSA,,,,sha256:2e7bf16cc22485a7bbe2aa8696750761b0ae39be3b2fe9d0cc6d4ef73491425c,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00263,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/d6325660.0,Internal,PEM certificate in /etc/ssl/certs/d6325660.0,RSA,,,,sha256:52f0e1c4e58ec629291b60317f074671b85d7ea80d5b07273463534b32b40234,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00264,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/bf53fb88.0,Internal,PEM certificate in /etc/ssl/certs/bf53fb88.0,RSA,,,,sha256:c741f70f4b2a8d88bf2e71c14122ef53ef10eba0cfa5e64cfa20f418853073e0,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
FIND-00265,,,2026-08-12,directly observed,qSearch 1.0.0 (scan collector),source code and certificates,/etc/ssl/certs/eed8c118.0,Internal,PEM certificate in /etc/ssl/certs/eed8c118.0,EC (ECDSA/ECDH),,,,sha256:1793927a0614549789adce2f8f34f7f0b66d0f3ae3a3b84d21ec15dbba4fadc7,high,No,Unvalidated (automated finding),,,Review,,,classification: quantum-vulnerable; risk: medium
